RunAccession,SampleAccession,DatasetAccession,LibraryStrategy,DatasetReadable,DatasetName,DatasetAbbrev,Author,PairedEnd,Source,CellLine,Producer,ProductType,Glutamine,GlutamineConcentration,CulturePhase,Host,CellLineSource,CellLineExact,Temperature,SelectionMarker,Growth,ProcessType,Productivity,Stability ,FullSampleName
INH052704,INH052700,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C25-R01
INH052801,INH052800,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C25-R02
INH052802,INH052800,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C25-R02
INH052803,INH052800,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C25-R02
INH052804,INH052800,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C25-R02
INH052901,INH052900,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C27-R01
INH052902,INH052900,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C27-R01
INH052903,INH052900,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C27-R01
INH052904,INH052900,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C27-R01
INH053001,INH053000,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C27-R02
INH053002,INH053000,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C27-R02
INH053003,INH053000,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C27-R02
INH053004,INH053000,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C27-R02
INH053101,INH053100,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C28-R01
INH053102,INH053100,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C28-R01
INH053103,INH053100,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C28-R01
INH053104,INH053100,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C28-R01
INH053201,INH053200,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C28-R02
INH053202,INH053200,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C28-R02
INH053203,INH053200,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C28-R02
INH053204,INH053200,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,C28-R02
INH053301,INH053300,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,D12-R01
INH053302,INH053300,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,D12-R01
INH053303,INH053300,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,D12-R01
INH053304,INH053300,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,D12-R01
INH053401,INH053400,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,D12-R02
INH053402,INH053400,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,D12-R02
INH053403,INH053400,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,D12-R02
INH053404,INH053400,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,D12-R02
INH053501,INH053500,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,D28-R01
INH053502,INH053500,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,D28-R01
INH053503,INH053500,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,D28-R01
INH053504,INH053500,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,D28-R01
INH053601,INH053600,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,D28-R02
INH053602,INH053600,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,D28-R02
INH053603,INH053600,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,D28-R02
INH053604,INH053600,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,D28-R02
INH053701,INH053700,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,D33-R01
INH053702,INH053700,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,D33-R01
INH053703,INH053700,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,D33-R01
INH053704,INH053700,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,D33-R01
INH053801,INH053800,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,D33-R02
INH053802,INH053800,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,D33-R02
INH053803,INH053800,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,D33-R02
INH053804,INH053800,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,D33-R02
INH053901,INH053900,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,D80-R01
INH053902,INH053900,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,D80-R01
INH053903,INH053900,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,D80-R01
INH053904,INH053900,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,D80-R01
INH054001,INH054000,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,D80-R02
INH054002,INH054000,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,D80-R02
INH054003,INH054000,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,D80-R02
INH054004,INH054000,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,D80-R02
INH054101,INH054100,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,D83-R01
INH054102,INH054100,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,D83-R01
INH054103,INH054100,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,D83-R01
INH054104,INH054100,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,D83-R01
INH054201,INH054200,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,D83-R02
INH054202,INH054200,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,D83-R02
INH054203,INH054200,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,D83-R02
INH054204,INH054200,INH050000,rRNA,INH05_Novak2019Clones,Novak,No,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,Commercial,Sanofi,37,DHFR + MTX,Medium,Batch,Low,NA,D83-R02
INH060101,INH060100,INH060000,rRNA,INH06_Ruckerbauer,Ruckerbauer,Ru,Ruckerbauer,FALSE,In-House,CHO-K1,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
INH060102,INH060100,INH060000,rRNA,INH06_Ruckerbauer,Ruckerbauer,Ru,Ruckerbauer,FALSE,In-House,CHO-K1,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
INH060201,INH060200,INH060000,rRNA,INH06_Ruckerbauer,Ruckerbauer,Ru,Ruckerbauer,FALSE,In-House,CHO-K1,FALSE,NA,TRUE,8,Stat,TRUE,Non-Commercial,ECACC,37,NA,Low,Pefusion,NA,NA,CON2_0.021_R1
INH060202,INH060200,INH060000,rRNA,INH06_Ruckerbauer,Ruckerbauer,Ru,Ruckerbauer,FALSE,In-House,CHO-K1,FALSE,NA,TRUE,8,Stat,TRUE,Non-Commercial,ECACC,37,NA,Low,Pefusion,NA,NA,CON2_0.021_R1
INH060301,INH060300,INH060000,rRNA,INH06_Ruckerbauer,Ruckerbauer,Ru,Ruckerbauer,FALSE,In-House,CHO-K1,FALSE,NA,TRUE,8,Stat,TRUE,Non-Commercial,ECACC,37,NA,High,Pefusion,NA,NA,CON3_0.027_R1
INH060302,INH060300,INH060000,rRNA,INH06_Ruckerbauer,Ruckerbauer,Ru,Ruckerbauer,FALSE,In-House,CHO-K1,FALSE,NA,TRUE,8,Stat,TRUE,Non-Commercial,ECACC,37,NA,High,Pefusion,NA,NA,CON3_0.027_R1
INH060401,INH060400,INH060000,rRNA,INH06_Ruckerbauer,Ruckerbauer,Ru,Ruckerbauer,FALSE,In-House,CHO-K1,FALSE,NA,TRUE,8,Stat,TRUE,Non-Commercial,ECACC,37,NA,High,Pefusion,NA,NA,CON2_0.027_R1
INH060402,INH060400,INH060000,rRNA,INH06_Ruckerbauer,Ruckerbauer,Ru,Ruckerbauer,FALSE,In-House,CHO-K1,FALSE,NA,TRUE,8,Stat,TRUE,Non-Commercial,ECACC,37,NA,High,Pefusion,NA,NA,CON2_0.027_R1
INH060501,INH060500,INH060000,rRNA,INH06_Ruckerbauer,Ruckerbauer,Ru,Ruckerbauer,FALSE,In-House,CHO-K1,FALSE,NA,TRUE,8,Stat,TRUE,Non-Commercial,ECACC,37,NA,High,Pefusion,NA,NA,CON9_0.0324_R1
INH060502,INH060500,INH060000,rRNA,INH06_Ruckerbauer,Ruckerbauer,Ru,Ruckerbauer,FALSE,In-House,CHO-K1,FALSE,NA,TRUE,8,Stat,TRUE,Non-Commercial,ECACC,37,NA,High,Pefusion,NA,NA,CON9_0.0324_R1
INH060601,INH060600,INH060000,rRNA,INH06_Ruckerbauer,Ruckerbauer,Ru,Ruckerbauer,FALSE,In-House,CHO-K1,FALSE,NA,TRUE,8,Stat,TRUE,Non-Commercial,ECACC,37,NA,High,Pefusion,NA,NA,CON9_0.0324_R2
INH060602,INH060600,INH060000,rRNA,INH06_Ruckerbauer,Ruckerbauer,Ru,Ruckerbauer,FALSE,In-House,CHO-K1,FALSE,NA,TRUE,8,Stat,TRUE,Non-Commercial,ECACC,37,NA,High,Pefusion,NA,NA,CON9_0.0324_R2
INH060701,INH060700,INH060000,rRNA,INH06_Ruckerbauer,Ruckerbauer,Ru,Ruckerbauer,FALSE,In-House,CHO-K1,FALSE,NA,TRUE,8,Stat,TRUE,Non-Commercial,ECACC,37,NA,High,Pefusion,NA,NA,CON6_0.0322_R1
INH060702,INH060700,INH060000,rRNA,INH06_Ruckerbauer,Ruckerbauer,Ru,Ruckerbauer,FALSE,In-House,CHO-K1,FALSE,NA,TRUE,8,Stat,TRUE,Non-Commercial,ECACC,37,NA,High,Pefusion,NA,NA,CON6_0.0322_R1
INH060801,INH060800,INH060000,rRNA,INH06_Ruckerbauer,Ruckerbauer,Ru,Ruckerbauer,FALSE,In-House,CHO-K1,FALSE,NA,TRUE,8,Stat,TRUE,Non-Commercial,ECACC,37,NA,Low,Pefusion,NA,NA,CON3_0.017_R1
INH060802,INH060800,INH060000,rRNA,INH06_Ruckerbauer,Ruckerbauer,Ru,Ruckerbauer,FALSE,In-House,CHO-K1,FALSE,NA,TRUE,8,Stat,TRUE,Non-Commercial,ECACC,37,NA,Low,Pefusion,NA,NA,CON3_0.017_R1
INH060901,INH060900,INH060000,rRNA,INH06_Ruckerbauer,Ruckerbauer,Ru,Ruckerbauer,FALSE,In-House,CHO-K1,FALSE,NA,TRUE,8,Stat,TRUE,Non-Commercial,ECACC,37,NA,High,Pefusion,NA,NA,CON6_0.0322_R2
INH060902,INH060900,INH060000,rRNA,INH06_Ruckerbauer,Ruckerbauer,Ru,Ruckerbauer,FALSE,In-House,CHO-K1,FALSE,NA,TRUE,8,Stat,TRUE,Non-Commercial,ECACC,37,NA,High,Pefusion,NA,NA,CON6_0.0322_R2
INH061001,INH061000,INH060000,rRNA,INH06_Ruckerbauer,Ruckerbauer,Ru,Ruckerbauer,FALSE,In-House,CHO-K1,FALSE,NA,TRUE,8,Stat,TRUE,Non-Commercial,ECACC,37,NA,Low,Pefusion,NA,NA,CON2_0.021_R2
INH061002,INH061000,INH060000,rRNA,INH06_Ruckerbauer,Ruckerbauer,Ru,Ruckerbauer,FALSE,In-House,CHO-K1,FALSE,NA,TRUE,8,Stat,TRUE,Non-Commercial,ECACC,37,NA,Low,Pefusion,NA,NA,CON2_0.021_R2
INH061101,INH061100,INH060000,rRNA,INH06_Ruckerbauer,Ruckerbauer,Ru,Ruckerbauer,FALSE,In-House,CHO-K1,FALSE,NA,TRUE,8,Stat,TRUE,Non-Commercial,ECACC,37,NA,High,Pefusion,NA,NA,CON2_0.027_R2
INH061102,INH061100,INH060000,rRNA,INH06_Ruckerbauer,Ruckerbauer,Ru,Ruckerbauer,FALSE,In-House,CHO-K1,FALSE,NA,TRUE,8,Stat,TRUE,Non-Commercial,ECACC,37,NA,High,Pefusion,NA,NA,CON2_0.027_R2
INH061201,INH061200,INH060000,rRNA,INH06_Ruckerbauer,Ruckerbauer,Ru,Ruckerbauer,FALSE,In-House,CHO-K1,FALSE,NA,TRUE,8,Stat,TRUE,Non-Commercial,ECACC,37,NA,High,Pefusion,NA,NA,CON7_0.033_R1
INH061202,INH061200,INH060000,rRNA,INH06_Ruckerbauer,Ruckerbauer,Ru,Ruckerbauer,FALSE,In-House,CHO-K1,FALSE,NA,TRUE,8,Stat,TRUE,Non-Commercial,ECACC,37,NA,High,Pefusion,NA,NA,CON7_0.033_R1
INH061301,INH061300,INH060000,rRNA,INH06_Ruckerbauer,Ruckerbauer,Ru,Ruckerbauer,FALSE,In-House,CHO-K1,FALSE,NA,TRUE,8,Stat,TRUE,Non-Commercial,ECACC,37,NA,High,Pefusion,NA,NA,CON7_0.033_R2
INH061302,INH061300,INH060000,rRNA,INH06_Ruckerbauer,Ruckerbauer,Ru,Ruckerbauer,FALSE,In-House,CHO-K1,FALSE,NA,TRUE,8,Stat,TRUE,Non-Commercial,ECACC,37,NA,High,Pefusion,NA,NA,CON7_0.033_R2
INH061401,INH061400,INH060000,rRNA,INH06_Ruckerbauer,Ruckerbauer,Ru,Ruckerbauer,FALSE,In-House,CHO-K1,FALSE,NA,TRUE,8,Stat,TRUE,Non-Commercial,ECACC,37,NA,Low,Pefusion,NA,NA,CON3_0.017_R2
INH061402,INH061400,INH060000,rRNA,INH06_Ruckerbauer,Ruckerbauer,Ru,Ruckerbauer,FALSE,In-House,CHO-K1,FALSE,NA,TRUE,8,Stat,TRUE,Non-Commercial,ECACC,37,NA,Low,Pefusion,NA,NA,CON3_0.017_R2
INH061501,INH061500,INH060000,rRNA,INH06_Ruckerbauer,Ruckerbauer,Ru,Ruckerbauer,FALSE,In-House,CHO-K1,FALSE,NA,TRUE,8,Stat,TRUE,Non-Commercial,ECACC,37,NA,High,Pefusion,NA,NA,CON3_0.027_R2
INH061502,INH061500,INH060000,rRNA,INH06_Ruckerbauer,Ruckerbauer,Ru,Ruckerbauer,FALSE,In-House,CHO-K1,FALSE,NA,TRUE,8,Stat,TRUE,Non-Commercial,ECACC,37,NA,High,Pefusion,NA,NA,CON3_0.027_R2
INH061601,INH061600,INH060000,rRNA,INH06_Ruckerbauer,Ruckerbauer,Ru,Ruckerbauer,FALSE,In-House,CHO-K1,TRUE,mAb,TRUE,8,Stat,FALSE,Commercial,HyClone,37,GS,High,Pefusion,NA,NA,CON16_0.0283_R2
INH061602,INH061600,INH060000,rRNA,INH06_Ruckerbauer,Ruckerbauer,Ru,Ruckerbauer,FALSE,In-House,CHO-K1,TRUE,mAb,TRUE,8,Stat,FALSE,Commercial,HyClone,37,GS,High,Pefusion,NA,NA,CON16_0.0283_R2
INH061701,INH061700,INH060000,rRNA,INH06_Ruckerbauer,Ruckerbauer,Ru,Ruckerbauer,FALSE,In-House,CHO-K1,TRUE,mAb,TRUE,8,Stat,FALSE,Commercial,HyClone,37,GS,Medium,Pefusion,NA,NA,CON16_0.0233_R1
INH061702,INH061700,INH060000,rRNA,INH06_Ruckerbauer,Ruckerbauer,Ru,Ruckerbauer,FALSE,In-House,CHO-K1,TRUE,mAb,TRUE,8,Stat,FALSE,Commercial,HyClone,37,GS,Medium,Pefusion,NA,NA,CON16_0.0233_R1
INH061801,INH061800,INH060000,rRNA,INH06_Ruckerbauer,Ruckerbauer,Ru,Ruckerbauer,FALSE,In-House,CHO-K1,TRUE,mAb,TRUE,8,Stat,FALSE,Commercial,HyClone,37,GS,High,Pefusion,NA,NA,CON16_0.0283_R3
INH061802,INH061800,INH060000,rRNA,INH06_Ruckerbauer,Ruckerbauer,Ru,Ruckerbauer,FALSE,In-House,CHO-K1,TRUE,mAb,TRUE,8,Stat,FALSE,Commercial,HyClone,37,GS,High,Pefusion,NA,NA,CON16_0.0283_R3
INH061901,INH061900,INH060000,rRNA,INH06_Ruckerbauer,Ruckerbauer,Ru,Ruckerbauer,FALSE,In-House,CHO-K1,TRUE,mAb,TRUE,8,Stat,FALSE,Commercial,HyClone,37,GS,High,Pefusion,NA,NA,CON16_0.0283_R1
INH061902,INH061900,INH060000,rRNA,INH06_Ruckerbauer,Ruckerbauer,Ru,Ruckerbauer,FALSE,In-House,CHO-K1,TRUE,mAb,TRUE,8,Stat,FALSE,Commercial,HyClone,37,GS,High,Pefusion,NA,NA,CON16_0.0283_R1
INH062001,INH062000,INH060000,rRNA,INH06_Ruckerbauer,Ruckerbauer,Ru,Ruckerbauer,FALSE,In-House,CHO-K1,TRUE,mAb,TRUE,8,Stat,FALSE,Commercial,HyClone,37,GS,High,Pefusion,NA,NA,CON15_0.0283_R1
INH062002,INH062000,INH060000,rRNA,INH06_Ruckerbauer,Ruckerbauer,Ru,Ruckerbauer,FALSE,In-House,CHO-K1,TRUE,mAb,TRUE,8,Stat,FALSE,Commercial,HyClone,37,GS,High,Pefusion,NA,NA,CON15_0.0283_R1
INH062101,INH062100,INH060000,rRNA,INH06_Ruckerbauer,Ruckerbauer,Ru,Ruckerbauer,FALSE,In-House,CHO-K1,TRUE,mAb,TRUE,8,Stat,FALSE,Commercial,HyClone,37,GS,High,Pefusion,NA,NA,CON15_0.0283_R2
INH062102,INH062100,INH060000,rRNA,INH06_Ruckerbauer,Ruckerbauer,Ru,Ruckerbauer,FALSE,In-House,CHO-K1,TRUE,mAb,TRUE,8,Stat,FALSE,Commercial,HyClone,37,GS,High,Pefusion,NA,NA,CON15_0.0283_R2
INH062201,INH062200,INH060000,rRNA,INH06_Ruckerbauer,Ruckerbauer,Ru,Ruckerbauer,FALSE,In-House,CHO-K1,TRUE,mAb,TRUE,8,Stat,FALSE,Commercial,HyClone,37,GS,High,Pefusion,NA,NA,CON15_0.0283_R3
